attraction_id,city_id,attraction_name,category,entry_fee
5598,56,Villa Guinigi,Tourist Spot,11.41
5599,56,Chiesa del Suffragio,Tourist Spot,3.29
5600,56,Badia di San Pietro,Tourist Spot,8.63
5601,56,Chiesa di San Martino,Tourist Spot,9.83
5602,56,Chiesa di Sant'Andrea apostolo,Tourist Spot,14.50
5603,56,Chiesa di San Michele,Tourist Spot,16.12
5604,56,Scuderie Bernardini,Tourist Spot,2.31
5605,57,Fairmont Hotel MacDonald,Tourist Spot,3.90
5606,83,Sibebe Cave,Tourist Spot,10.04
5607,69,Clear area,Tourist Spot,7.86
5608,57,Edmonton Public Library Strathcona Branch,Tourist Spot,4.33
5609,57,The McLeod Building,Tourist Spot,6.05
5610,57,Ice District,Tourist Spot,7.95
5611,57,Edmonton Northlands,Tourist Spot,17.79
5612,57,Prince of Wales Armouries,Tourist Spot,7.99
5613,57,Gibson Block,Tourist Spot,10.84
5614,57,National Bank,Tourist Spot,9.67
5615,57,Enterprise Square,Tourist Spot,12.05
5616,57,Government House,Tourist Spot,18.25
5617,57,Archives and Museum,Tourist Spot,11.91
5618,57,Nessie's Revenge,Tourist Spot,11.03
5619,57,Sky Screamer,Tourist Spot,14.02
5620,57,Cyclone,Tourist Spot,1.23
5621,57,Sir Winston Churchill Square,Tourist Spot,3.71
5622,57,Mill Creek Trestle Bridge,Tourist Spot,0.03
5623,57,Connors Road NW,Tourist Spot,14.86
5624,57,Old St. Stephen's College,Tourist Spot,10.17
5625,57,Rutherford House,Tourist Spot,4.31
5626,58,Can Cortada,Tourist Spot,2.77
5627,58,Castell de Montjuïc,Tourist Spot,4.42
5628,58,Pavelló alemany,Tourist Spot,10.30
5629,58,Torre Bellesguard,Tourist Spot,19.17
5630,58,Casa Vicens,Tourist Spot,14.86
5631,58,Palau de la Música Catalana,Tourist Spot,1.65
5632,58,Canòdrom. Ateneu d'Innovació Digital i Democràtica,Tourist Spot,16.14
5633,58,Casa Batlló,Tourist Spot,19.66
5634,58,Parlament de Catalunya,Tourist Spot,7.02
5635,58,Basílica de Santa Maria del Mar,Tourist Spot,1.11
5636,58,Parc Güell,Tourist Spot,6.74
5637,58,Centre cultural La Farinera del Clot,Tourist Spot,10.03
5638,58,Palau Robert,Tourist Spot,10.99
5639,58,Mercat de la Llibertat,Tourist Spot,7.42
5640,58,Hotel Casa Fuster,Tourist Spot,10.56
5641,58,Cripta de la Colònia Güell,Tourist Spot,9.87
5642,59,Fairmont Banff Springs,Tourist Spot,3.19
5643,69,Clear Area,Tourist Spot,13.74
5644,59,Cave & Basin National Historic Site,Tourist Spot,0.79
5645,59,Luxton Home & Garden Museum,Tourist Spot,11.86
5646,59,Dave White Block,Tourist Spot,15.88
5647,59,Mount Norquay Green Spot,Tourist Spot,11.11
5648,59,Sulphur Mountain Cosmic Ray Station,Tourist Spot,16.00
5649,59,Mt Norquay Sightseeing Chairlift,Tourist Spot,8.77
5650,59,Site of Bankhead Town,Tourist Spot,14.91
5651,59,Cave,Tourist Spot,19.13
5652,59,Upper Hot Springs,Tourist Spot,9.95
5653,59,Canada Place Banff,Tourist Spot,10.11
5654,59,Cory Pass,Tourist Spot,1.44
5655,59,Cascade Amphitheatre,Tourist Spot,9.15
5656,59,Surprise Corner,Tourist Spot,9.73
5657,59,Harmony Lane Shops & Offices,Tourist Spot,8.15
5658,59,Stewart Canyon,Tourist Spot,10.73
5659,59,Vermilion Lake,Tourist Spot,18.86
5660,59,Muleshoe,Tourist Spot,2.84
5661,59,Old Crag Cabin,Tourist Spot,0.97
5662,59,Banff Welcome Sign,Tourist Spot,0.81
5663,213,Altar,Tourist Spot,19.06
5664,69,Airport view,Tourist Spot,19.12
5665,60,Jardim Tunduru,Tourist Spot,11.95
5666,60,Fortaleza de Maputo,Tourist Spot,19.07
5667,60,Conselho Municipal de Maputo,Tourist Spot,11.14
5668,60,Catedral Metropolitana de Nossa Senhora da Conceição,Tourist Spot,18.85
5669,60,Casa de Ferro,Tourist Spot,9.00
5670,60,Villa Algarve,Tourist Spot,17.88
5671,60,Mercado Central,Tourist Spot,17.30
5672,60,Maputo Central Railway Station,Tourist Spot,13.90
5673,60,Scala,Tourist Spot,17.04
5674,60,Mural dos Hérois Moçambicanos,Tourist Spot,0.95
5675,60,Mural à COVID-19,Tourist Spot,14.95
5676,60,Mural da Embaixada da Irlanda,Tourist Spot,1.00
5677,60,Mural da Malhangalene,Tourist Spot,2.69
5678,69,Towards Airport,Tourist Spot,5.12
5679,60,Rua de Arte,Tourist Spot,18.87
5680,60,Mural da Natureza,Tourist Spot,3.17
5681,60,Mural Vida Marinha,Tourist Spot,11.36
5682,60,Mural,Tourist Spot,12.47
5683,60,Mural do Mercado,Tourist Spot,10.05
5684,60,Mural do Mercado do Povo,Tourist Spot,11.09
5685,60,Mural Mercado Janet,Tourist Spot,15.75
5686,83,Garden,Tourist Spot,13.60
5687,61,Askari Monument,Tourist Spot,16.95
5688,61,Tarimo Shop,Tourist Spot,7.39
5689,61,Nafasi Art Space,Tourist Spot,10.55
5690,61,Tingatinga Arts Cooperative Society,Tourist Spot,15.16
5691,61,Dar es Salaam British and Indian Memorial,Tourist Spot,14.59
5692,61,Dar es Salaam Hindu Cremation Memorial,Tourist Spot,19.59
5693,61,Manzil Building [14],Tourist Spot,8.67
5694,61,German House,Tourist Spot,3.08
5695,61,Dagaa Dagaa The Culture Lodge,Tourist Spot,4.05
5696,61,Jane Goodalls Root & Shoots,Tourist Spot,15.93
5697,61,Mount Ukombozi Hospital,Tourist Spot,18.03
5698,61,Silyap group,Tourist Spot,9.85
5699,61,Decorative Stone,Tourist Spot,14.29
5700,61,Aristotee Hair Beauty Clinic,Tourist Spot,6.78
5701,61,Security World Technology,Tourist Spot,14.02
5702,61,Dagaa Dagaa The Culture Lodge,Tourist Spot,11.87
5703,61,Dagaa Dagaa The Culture Lodge,Tourist Spot,4.00
5704,61,Home Pub,Tourist Spot,12.44
5705,61,Dry Cleaners,Tourist Spot,1.53
5706,61,Dagaa Dagaa the Culture Lodge,Tourist Spot,8.08
5707,83,Bird's Eye,Tourist Spot,1.45
5708,69,Whale and Wildlife Centre,Tourist Spot,2.41
5709,62,"St Peter’s Church, Their Majesties Chappell",Tourist Spot,0.55
5710,62,Keep Fort & National Museum of Bermuda,Tourist Spot,10.84
5711,62,The Crystal Caves,Tourist Spot,17.89
5712,62,Lili Bermuda Perfumery,Tourist Spot,12.38
5713,62,Bermuda Fun Golf,Tourist Spot,1.51
5714,62,Unfinished Church,Tourist Spot,0.03
5715,62,Fort Hamilton,Tourist Spot,5.95
5716,62,Dolphin Quest,Tourist Spot,8.04
5717,62,Bermuda Railway,Tourist Spot,18.44
5718,62,Snorkel Park Beach,Tourist Spot,15.03
5719,62,St Peter’s Churchyard,Tourist Spot,10.59
5720,62,Surfside Beach,Tourist Spot,14.67
5721,62,Martello Tower,Tourist Spot,5.70
5722,62,The Birdcage,Tourist Spot,7.33
5723,69,Marae No Pa Ariki,Tourist Spot,11.63
5724,62,Graveyard for Slaves and Free Blacks,Tourist Spot,9.52
5725,62,HMS Vixen,Tourist Spot,3.99
5726,62,Montana,Tourist Spot,7.94
5727,62,Johnny Barnes,Tourist Spot,17.17
5728,62,Bermuda Triangle Marker,Tourist Spot,10.99
5729,62,Greetings from Bermuda,Tourist Spot,0.77
5730,83,Nyagato,Tourist Spot,3.76
5731,69,Clear View,Tourist Spot,1.69
5732,63,Catedral Metropolitana de Santiago de Chile,Tourist Spot,16.04
5733,63,Museo Astronómico Observatorio Manuel Foster,Tourist Spot,15.60
5734,63,Tours 4 tips,Tourist Spot,17.40
5735,69,View over town,Tourist Spot,6.82
5736,63,Palacio de la Real Audiencia de Santiago,Tourist Spot,16.18
5737,63,Palacio de La Moneda,Tourist Spot,0.02
5738,63,Palacio del Ex-Congreso Nacional de Chile,Tourist Spot,19.83
5739,63,Edificio Corporativo Empresa de los Ferrocarriles del Estado,Tourist Spot,9.88
5740,63,Palacio Ossa,Tourist Spot,0.60
5741,63,Santuario Inmaculada Concepción,Tourist Spot,0.72
5742,63,Palacio de los Tribunales de Justicia,Tourist Spot,7.31
5743,63,Virgen de la Inmaculada Concepción,Tourist Spot,15.62
5744,63,Sky Costanera,Tourist Spot,13.13
5745,63,Escotilla 8,Tourist Spot,0.41
5746,63,Retrato Gato,Tourist Spot,13.52
5747,63,Graderías Andes Norte,Tourist Spot,6.35
5748,63,José Martí,Tourist Spot,10.32
5749,63,Pedro de Valdivia,Tourist Spot,8.72
5750,63,Estadio Nacional de Chile,Tourist Spot,14.84
5751,63,Caupolicán,Tourist Spot,13.38
5752,63,Igualdad,Tourist Spot,7.26
5753,69,Good View of Needle,Tourist Spot,13.61
5754,64,豫园,Tourist Spot,10.60
5755,64,上海大剧院,Tourist Spot,3.09
5756,64,上海之巅观光厅,Tourist Spot,4.84
5757,64,上海环球金融中心,Tourist Spot,7.27
5758,64,玉佛禅寺,Tourist Spot,10.16
5759,64,文庙上海文庙,Tourist Spot,3.11
5760,64,SNH48星梦剧院,Tourist Spot,18.74
5761,64,上海中心大厦,Tourist Spot,16.08
5762,64,上海大厦,Tourist Spot,4.05
5763,64,外滩,Tourist Spot,7.34
5764,64,静安寺,Tourist Spot,8.51
5765,64,复兴公园,Tourist Spot,8.57
5766,64,上海城隍庙,Tourist Spot,4.87
5767,64,人民英雄纪念塔,Tourist Spot,14.87
5768,64,龙华塔,Tourist Spot,19.75
5769,64,豫园商城,Tourist Spot,19.62
5770,64,四行仓库,Tourist Spot,10.41
5771,64,湖心亭,Tourist Spot,0.32
5772,64,武康大楼,Tourist Spot,16.71
5773,64,田子坊,Tourist Spot,0.10
5774,65,Heaven Himalaya,Tourist Spot,16.49
5775,94,Chicken rock,Tourist Spot,6.77
5776,65,Er. Abeey Poudel Flat,Tourist Spot,9.36
5777,65,Noyel House,Tourist Spot,9.62
5778,65,International Green Developers Nepal,Tourist Spot,11.91
5779,65,Incessant Rain Animation Studio,Tourist Spot,13.39
5780,65,Boudhanāth Stupa,Tourist Spot,3.80
5781,65,Garden of Dreams,Tourist Spot,4.94
5782,65,Baudhanath,Tourist Spot,7.39
5783,65,Nyatapola Temple,Tourist Spot,7.86
5784,65,Swayambhunath,Tourist Spot,7.71
5785,65,माइतिघर मण्डला,Tourist Spot,15.94
5786,65,Saleways Department Store,Tourist Spot,2.94
5787,65,Changu Narayan Temple,Tourist Spot,1.94
5788,65,शहीदगेट,Tourist Spot,8.99
5789,65,Ghantaghar,Tourist Spot,9.22
5790,65,Swayambhunath,Tourist Spot,17.43
5791,65,Gaddi Baithak,Tourist Spot,15.54
5792,65,Swayambhunath,Tourist Spot,4.62
5793,65,Lying Lord Vishnu,Tourist Spot,0.82
5794,66,Toroa,Tourist Spot,11.97
5795,69,On Ridge 350m,Tourist Spot,17.99
5796,66,Sky Tower,Tourist Spot,6.59
5797,66,Aotea Square,Tourist Spot,18.63
5798,66,Chief Post Office,Tourist Spot,7.49
5799,66,Highwic,Tourist Spot,11.75
5800,66,Kinder House,Tourist Spot,17.09
5801,66,Capitol Cinema,Tourist Spot,8.76
5802,66,Wind Tree,Tourist Spot,12.93
5803,66,Boy Walking,Tourist Spot,10.80
5804,66,Brick Wave,Tourist Spot,3.30
5805,66,Nixon NZ Wars Memorial,Tourist Spot,10.86
5806,94,Rock Bridge,Tourist Spot,6.90
5807,66,Symonds Street NZ Wars memorial,Tourist Spot,13.47
5808,66,Albert Park South African War Memorial,Tourist Spot,14.77
5809,66,Devonport South African War Memorial Fountain,Tourist Spot,19.04
5810,66,Otahuhu First World War Memorial,Tourist Spot,2.21
5811,66,The Sound of Rain,Tourist Spot,0.66
5812,66,Opened Stone,Tourist Spot,9.39
5813,66,Gateway,Tourist Spot,4.74
5814,66,Freerange Art Gallery,Tourist Spot,16.13
5815,66,Hautaha,Tourist Spot,4.23
5816,95,Müllersches Volksbad,Tourist Spot,2.31
5817,95,Staatliche Antikensammlung,Tourist Spot,13.18
5818,95,Glyptothek,Tourist Spot,18.50
5819,95,Neues Rathaus,Tourist Spot,6.11
5820,95,Altes Schloss Schleißheim,Tourist Spot,5.12
5821,95,Alter nördlicher Friedhof,Tourist Spot,18.18
5822,67,Villa Cataraqui,Tourist Spot,14.10
5823,67,Domaine Cataraqui,Tourist Spot,15.70
5824,67,Cimetière Mount Hermon,Tourist Spot,8.49
5825,67,Cimetière Saint-Patrick,Tourist Spot,18.63
5826,67,Cimetière Saint-Charles,Tourist Spot,18.26
5827,67,Séminaire des Pères Maristes,Tourist Spot,2.27
5828,67,Observatoire de la Capitale,Tourist Spot,3.83
5829,67,Villa Beauvoir,Tourist Spot,16.14
5830,67,La Citadelle de Québec,Tourist Spot,7.66
5831,67,Lieu historique national des Forts-et-Châteaux-Saint-Louis,Tourist Spot,3.15
5832,67,Parc du Bois-de-Coulonge,Tourist Spot,16.87
5833,67,Maison Henry-Stuart,Tourist Spot,5.10
5834,67,Bustes de Roosevelt et de Churchill,Tourist Spot,2.22
5835,67,Onhwa' Lumina,Tourist Spot,6.36
5836,67,Arturo Prat,Tourist Spot,5.47
5837,67,Cimetière Beth Israël,Tourist Spot,15.58
5838,67,Hôtel du Parlement,Tourist Spot,9.35
5839,67,Villa Benmore,Tourist Spot,10.67
5840,67,Tour Martello 1,Tourist Spot,13.08
5841,67,Tour Martello 4,Tourist Spot,5.18
5842,68,Jorge Tadeo Lozano,Tourist Spot,5.54
5843,68,Cerro de Monserrate,Tourist Spot,13.35
5844,68,Jardin Botanico José Celestino Mutis,Tourist Spot,12.16
5845,68,Parque Ecológico Mataredonda,Tourist Spot,9.43
5846,68,Plaza de Bolívar,Tourist Spot,15.27
5847,68,Mercado de las Pulgas,Tourist Spot,1.46
5848,68,publicuero,Tourist Spot,15.42
5849,68,SaludCoop,Tourist Spot,14.74
5850,68,Monumento a las Banderas,Tourist Spot,2.15
5851,68,Monumento Ángeles Agustinianos,Tourist Spot,7.00
5852,68,Mirador de la Virgen,Tourist Spot,16.26
5853,68,Sendero Quebrada San Francisco,Tourist Spot,11.37
5854,68,Mirador Torre Colpatria,Tourist Spot,1.02
5855,68,Club De Tejo San Miguel,Tourist Spot,15.81
5856,68,Monumento a Dilan Cruz,Tourist Spot,19.20
5857,68,Manuel Antonio Rueda Vargas,Tourist Spot,5.19
7361,151,Venado,Tourist Spot,16.25
5858,68,Fabio Lozano y Lozano,Tourist Spot,6.89
5859,68,Jorge Tadeo Lozano,Tourist Spot,0.80
5860,68,Bernardo O'Higgins,Tourist Spot,8.20
5861,68,Antiguo Almacén La 14,Tourist Spot,6.19
5862,69,Tinomana Palace (Au Maru),Tourist Spot,14.85
5863,69,Muri Lagoon,Tourist Spot,8.99
5864,69,Ngati Ta marae,Tourist Spot,6.27
5865,69,Tangara Marae,Tourist Spot,15.36
5866,69,Taputapuātea,Tourist Spot,14.00
5867,69,Black Rock Viewpoint,Tourist Spot,7.83
5868,69,Muri Beach,Tourist Spot,17.80
5869,70,Tarihi Lokomotif 57010,Tourist Spot,9.27
5870,70,mehmet tenekeci ev menderes,Tourist Spot,13.57
5871,70,Çatalkaya,Tourist Spot,16.60
5872,70,Akçakaya,Tourist Spot,5.09
5873,70,Roma Hamamı Kalıntıları,Tourist Spot,8.84
5874,71,Аквапарк,Tourist Spot,17.12
5875,71,Капан АН,Tourist Spot,9.97
5876,71,Порта Македонија,Tourist Spot,14.01
5877,71,Скопско кале,Tourist Spot,7.75
5878,71,Манастир Матка,Tourist Spot,8.85
5879,71,Резиденцијата Главинов,Tourist Spot,18.72
5880,71,Изложбен центар,Tourist Spot,14.88
5881,71,Јане Сандански - споменик,Tourist Spot,9.65
5882,71,Градски парк,Tourist Spot,14.52
5883,71,Градски парк,Tourist Spot,17.49
5884,71,Скупи,Tourist Spot,2.55
5885,71,Француски воени гробишта,Tourist Spot,5.70
5886,71,Саат-кула,Tourist Spot,14.85
5887,71,Иса-бегова џамија,Tourist Spot,14.90
5888,71,Мустафа-пашина џамија,Tourist Spot,0.14
5889,71,Соборен храм Свети Климент Охридски,Tourist Spot,12.49
5890,71,Марков Манастир,Tourist Spot,14.16
5891,71,Аквадукт Скопје,Tourist Spot,5.27
5892,71,Тумба Маџари,Tourist Spot,12.32
5893,71,Скупи,Tourist Spot,4.53
5894,273,Top blo hill,Tourist Spot,3.53
5895,72,Castillo San Felipe de Barajas,Tourist Spot,2.66
5896,72,Parque de Bolívar,Tourist Spot,8.71
5897,72,Fuerte de San Sebastián del Pastelillo,Tourist Spot,0.96
5898,72,Gabriel García Márquez - morada final,Tourist Spot,17.69
5899,72,Puerta del Reloj,Tourist Spot,18.42
5900,72,Baluarte de San Ignacio,Tourist Spot,5.85
5901,72,Baluarte de Santo Domingo,Tourist Spot,5.51
5902,72,La Gorda Gertrudis,Tourist Spot,9.47
5903,72,Taboo Crossover Club,Tourist Spot,18.62
5904,72,Gabriel García Márquez,Tourist Spot,11.72
5905,72,Casa de Gabriel García Márquez,Tourist Spot,14.35
5906,72,Playa Castillo Grande,Tourist Spot,1.10
5907,72,Parque Fernández de Madrid,Tourist Spot,10.13
5908,72,Plaza del estudiante,Tourist Spot,18.31
5909,72,Baluarte Francisco Javier,Tourist Spot,13.28
5910,72,Las Murallas,Tourist Spot,0.96
5911,72,Fuerte San José,Tourist Spot,8.69
5912,72,Fuerte San Fernando de Bocachica,Tourist Spot,6.41
5913,72,Espigon de La Tenaza,Tourist Spot,0.39
5914,72,Quebrada Tunel de la Felicidad,Tourist Spot,2.42
5915,73,Knežev dvor,Tourist Spot,11.50
5916,73,Palača Sponza,Tourist Spot,0.66
5917,73,Lovrijenac,Tourist Spot,7.34
5918,73,Fort Royal,Tourist Spot,14.54
5919,73,Velika Onofrijeva česma,Tourist Spot,0.53
5920,73,Minčeta,Tourist Spot,3.41
5921,73,Bokar,Tourist Spot,13.90
5922,73,Revelin,Tourist Spot,5.48
5923,73,Vrata od Ploča,Tourist Spot,15.86
5924,73,Orlandov stup,Tourist Spot,13.03
5925,73,Vrata od Pila,Tourist Spot,17.41
5926,73,Tvrđava Imperial,Tourist Spot,2.41
5927,73,Križ na Srđu,Tourist Spot,2.39
5928,74,Escape Bryggen,Tourist Spot,6.43
5929,73,Sveti Ivan,Tourist Spot,9.10
5930,73,Utvrda Strinčjera,Tourist Spot,5.93
5931,73,Šarlotin zdenac,Tourist Spot,7.91
5932,73,Bogišić,Tourist Spot,0.88
5933,73,Marin Držić,Tourist Spot,10.19
5934,73,The Cross of Triton,Tourist Spot,4.03
5935,73,U spomen hrvatskim braniteljima,Tourist Spot,15.74
5936,74,Museumslinjen,Tourist Spot,5.72
5937,74,Beffen,Tourist Spot,18.46
5938,74,Statsraad Lehmkuhl,Tourist Spot,3.62
5939,74,Arboretet på Milde,Tourist Spot,10.75
5940,74,"Fløibanen, nedre stasjon;Fløibanen",Tourist Spot,18.48
5941,74,Ulriksbanen,Tourist Spot,6.55
5942,74,Fløibanen,Tourist Spot,16.07
5943,74,Lesekiosk Bryggen,Tourist Spot,19.44
5944,74,Thetamuseet,Tourist Spot,10.69
5945,74,Magic Ice Bar Bergen,Tourist Spot,0.85
5946,74,Treet,Tourist Spot,1.72
5947,74,Fjordsightseeing,Tourist Spot,4.61
5948,74,Frederiksberg fort,Tourist Spot,15.51
5949,74,Tellevik kystfort,Tourist Spot,3.30
5950,74,Bergenhus Festningsmuseum,Tourist Spot,15.67
5951,74,Bergenhus festning,Tourist Spot,16.84
5952,74,Lesekiosk Klosteret,Tourist Spot,7.52
5953,74,Bergen Segway,Tourist Spot,0.66
5954,76,Patio de Alfredo,Tourist Spot,4.77
5955,76,Altar de la Patria,Tourist Spot,0.75
5956,76,Faro a Colón,Tourist Spot,9.21
5957,76,Fortaleza Ozama,Tourist Spot,16.98
5958,76,Puerta del Conde,Tourist Spot,0.42
5959,76,Palacio Consistorial,Tourist Spot,19.87
5960,76,Casa de Tostado,Tourist Spot,0.45
5961,76,Ruinas de San Francisco,Tourist Spot,0.18
5962,76,Hospital San Nicolás de Bari,Tourist Spot,15.46
5963,76,Casa del Cordón,Tourist Spot,1.02
5964,76,Isabel La Católica,Tourist Spot,12.87
5965,76,Ruinas de la  Casa Grande de Palavé,Tourist Spot,1.20
5966,76,Plaza de España,Tourist Spot,8.35
5967,76,Puerta de la Misericordia,Tourist Spot,0.63
5968,76,Fuerte de la Concepción,Tourist Spot,14.64
5969,76,Torre de Homenaje,Tourist Spot,12.04
5970,76,El Polvorín,Tourist Spot,19.47
5971,76,Fuerte de San Diego,Tourist Spot,0.24
5972,76,Palacio de Borgellá,Tourist Spot,2.72
5973,76,Palacio de Engombe,Tourist Spot,0.98
5974,77,Pailón del diablo,Tourist Spot,16.38
5975,77,Canopy Tarabita Agoyan,Tourist Spot,11.60
5976,77,cascada El manto de la novia,Tourist Spot,0.39
5977,77,Cascada Pailón del diablo,Tourist Spot,13.47
5978,77,Canopy,Tourist Spot,12.06
5979,77,Isla del Diablo.,Tourist Spot,15.39
5980,77,Arista,Tourist Spot,1.48
5981,77,La Y,Tourist Spot,15.44
5982,77,Mirador Cerro Hermoso,Tourist Spot,17.39
5983,77,Mama Piedra,Tourist Spot,13.31
5984,77,Puerta del Cielo Canopy 1025m,Tourist Spot,7.37
5985,77,Tarabita Chin Chin,Tourist Spot,10.21
5986,77,piedra,Tourist Spot,18.48
5987,77,Oscilation,Tourist Spot,16.73
5988,77,Mariposario Betel,Tourist Spot,8.21
5989,77,Pailón del diablo.,Tourist Spot,3.00
5990,77,Pailon del Diablo Mirador,Tourist Spot,11.15
5991,77,Tarabita de San Pedro,Tourist Spot,14.77
5992,77,Tarabita San Jorge,Tourist Spot,1.30
5993,77,Entry Point Rafting banos,Tourist Spot,2.89
5994,78,جامع الناصر محمد بن قلاوون,Tourist Spot,14.99
5995,78,مسجد محمد علي,Tourist Spot,0.93
5996,78,المركز المصرى للنسجيات,Tourist Spot,12.80
5997,78,عرض الصوت والضوء,Tourist Spot,10.14
5998,78,دير الأنبا سمعان الخراز,Tourist Spot,0.16
5999,78,محمية وادي دجلة,Tourist Spot,13.37
6000,78,هرم خفرع,Tourist Spot,2.27
6001,78,هرم خوفو,Tourist Spot,14.33
6002,78,هرم منقرع,Tourist Spot,15.43
6003,78,أبو الهول,Tourist Spot,2.20
6004,78,قصر الجوهرة,Tourist Spot,5.02
6005,78,مدرسة السلطان الناصر محمد بن قلاوون,Tourist Spot,1.70
6006,78,مجموعة السلطان المنصور قلاوون,Tourist Spot,14.51
6007,78,مدرسة وخانقاة السلطان برقوق,Tourist Spot,10.99
6008,78,جامع الحاكم بأمر الله,Tourist Spot,15.90
6009,78,الجامع الأزهر,Tourist Spot,18.71
6010,78,قصر بارون أمبان,Tourist Spot,15.14
6011,78,قلعة صلاح الدين,Tourist Spot,12.80
6012,78,قصر عابدين,Tourist Spot,15.35
6013,78,الجندي المجهول,Tourist Spot,1.58
6014,79,Fundo Pedrito,Tourist Spot,14.72
6015,79,Mariposario Pilpintuwasi,Tourist Spot,14.61
6016,79,Centro de Rescate Amazonico (CREA),Tourist Spot,2.23
6017,79,Pilpintuwasi,Tourist Spot,9.18
6018,79,Boulevard de Iquitos,Tourist Spot,16.41
6019,79,Plaza de Armas,Tourist Spot,14.93
6020,79,Casa de Fierro,Tourist Spot,6.75
6021,79,Quistococha,Tourist Spot,6.59
6022,79,Belen Commercial Area,Tourist Spot,18.21
6023,79,Obelisco de los Héroes,Tourist Spot,16.55
6024,79,Puerto Bellavista Nanay,Tourist Spot,14.45
6025,79,Puerto Padre Cocha,Tourist Spot,3.97
6026,79,Mirado Comunidad Indeoendencia,Tourist Spot,15.50
6027,79,Playa Tipishca,Tourist Spot,10.07
6028,79,El Arbol de La Lupuna,Tourist Spot,7.84
6029,79,Amazon Golden snake,Tourist Spot,13.43
6030,79,Jungle wolf expeditions,Tourist Spot,6.98
6031,79,Jungle wolf expeditions,Tourist Spot,12.74
6032,79,Irapay,Tourist Spot,19.65
6033,79,Quebrada del amor,Tourist Spot,2.93
6034,80,S. W. & C. S. Davis General Store,Tourist Spot,14.59
6035,80,METALmorphosis,Tourist Spot,15.19
6036,80,Croft Historic District,Tourist Spot,14.49
6037,80,Bonnie Cone Memorial,Tourist Spot,8.23
6038,80,Biddle Memorial Hall,Tourist Spot,18.89
6039,80,Neal Somers Alexander House,Tourist Spot,13.51
6040,80,Grier Heights Community Center,Tourist Spot,15.94
6041,80,Addison Apartments,Tourist Spot,3.12
6042,80,S.W. Davis House,Tourist Spot,12.88
6043,80,Wesley Heights Historic District,Tourist Spot,3.06
6044,80,William T. Alexander House,Tourist Spot,4.78
6045,80,Hezekiah Alexander House,Tourist Spot,16.88
6046,80,Frederick Place,Tourist Spot,3.41
6047,80,The Self-Made Man,Tourist Spot,18.12
6048,80,Wings of Pride,Tourist Spot,15.04
6049,80,Arhelger Memorial,Tourist Spot,6.31
6050,80,Golden Bull,Tourist Spot,13.74
6051,80,Exclamation Point,Tourist Spot,10.97
6052,80,Ascendus,Tourist Spot,5.76
6053,80,William Henry Belk,Tourist Spot,12.72
6054,81,Les Docks Village,Tourist Spot,4.85
6055,81,Jardin des Vestiges,Tourist Spot,13.16
6056,81,Musée Grobet-Labadié,Tourist Spot,1.95
6057,81,Musée Cantini,Tourist Spot,0.36
6058,81,Cathédrale de la Major,Tourist Spot,19.46
6059,81,Château d'If,Tourist Spot,4.74
6060,81,Tribunal Administratif,Tourist Spot,16.84
6061,81,Orchestra Studio,Tourist Spot,14.25
6062,81,Musée des Docks romains,Tourist Spot,1.08
6063,81,Palais du Pharo,Tourist Spot,6.19
6064,81,Petit Train de Marseille,Tourist Spot,4.00
6065,81,Palais Longchamp,Tourist Spot,10.57
6066,81,Mairie des 13e et 14e arrondissements,Tourist Spot,16.65
6067,81,Villa Gaby,Tourist Spot,0.71
6068,81,Vieux-Port,Tourist Spot,12.19
6069,81,Le Liban,Tourist Spot,3.48
6070,81,Fort Saint-Jean,Tourist Spot,18.28
6071,81,La Grande Roue,Tourist Spot,8.12
6072,81,La drome,Tourist Spot,9.42
6073,81,Zarafa III et Marcel son girafon,Tourist Spot,11.34
6074,82,Catedrál de Santa Isabel,Tourist Spot,4.64
6075,82,Chantier de fabrication d'ECG,Tourist Spot,2.21
6076,82,Point de départ,Tourist Spot,15.60
6077,82,Finca Sampaka,Tourist Spot,10.74
6078,82,Monumento del Triángulo Hueco,Tourist Spot,15.75
6079,82,Josemartin vivienda,Tourist Spot,18.73
6080,82,Trailhead,Tourist Spot,6.44
6081,83,Sibebe Rock,Tourist Spot,7.52
6082,83,Swazi Cultural Village,Tourist Spot,4.58
6083,83,Mantenga Falls,Tourist Spot,7.04
6084,83,Mvithiza Waterfall,Tourist Spot,19.25
6085,83,Sina Rock,Tourist Spot,2.64
6086,83,Gobholo Cave,Tourist Spot,5.73
6087,83,Sheba’s summit 1171m,Tourist Spot,5.16
6088,84,Боянска църква,Tourist Spot,5.45
6089,84,Въздвижение на Светия Кръст Господен,Tourist Spot,10.67
6090,84,Софийски римски амфитеатър,Tourist Spot,10.15
6091,84,Храм-паметник Св. Александър Невски,Tourist Spot,9.38
6092,84,Народно събрание на Република България,Tourist Spot,14.74
6093,84,Българска патриаршия - Синодална палата,Tourist Spot,15.62
6094,84,Антична Сердика,Tourist Spot,5.83
6095,84,Архитектурно Ателие Архихол,Tourist Spot,16.47
6096,84,Св. Николай Чудотворец,Tourist Spot,2.29
6097,84,пл. Петко Р. Славейков,Tourist Spot,4.40
6098,84,пл. Джузепе Гарибалди,Tourist Spot,7.26
6099,84,Баня баши джамия,Tourist Spot,11.56
6100,84,Софийска синагога,Tourist Spot,18.87
6101,84,Св. София,Tourist Spot,12.77
6102,84,Царски дворец,Tourist Spot,13.29
